,Course Name,Reviewer Name,Date of Review,Review Content,Rating Star
10,Data for Machine Learning by Alberta Machine Intelligence Institute,Prasad N,"Dec 30, 2020","Excellent depth in coverage. Lab, although only one, was instructive to enable learning while also being exhaustive and intensive to drive learnings home.",5
11,Data for Machine Learning by Alberta Machine Intelligence Institute,Brett S,"Oct 12, 2020","Some bugs in the assignment, but overall excellent discussion of how to avoid common pitfalls when using data for ML.",5
12,Data for Machine Learning by Alberta Machine Intelligence Institute,Gustavo I M V,"Feb 14, 2021","This is a great course. In fact, the theory was amazing. I´m very glad with you, I can understand the data better. ",5
13,Data for Machine Learning by Alberta Machine Intelligence Institute,Emilija G,"Jan 10, 2020",  The whole specialization is extremely useful for people starting in ML. Highly recommended!  ,5
14,Data for Machine Learning by Alberta Machine Intelligence Institute,Camilo C,"Jul 6, 2020","Good course, if you follow the previous ones and if you know some python (Pandas). ",5
15,Data for Machine Learning by Alberta Machine Intelligence Institute,Miguel A S M,"Dec 2, 2019",What is different about this course is its focus of ML applied to the real world.,5
16,Data for Machine Learning by Alberta Machine Intelligence Institute,Naruki H,"Jul 17, 2020",Excellent content with good programming assignments and examples. ,5
17,Data for Machine Learning by Alberta Machine Intelligence Institute,Tony J,"Jul 17, 2020",This is the best!!! ,5
18,Data for Machine Learning by Alberta Machine Intelligence Institute,Valery M,"Mar 31, 2020",Nice course!,5
19,Data for Machine Learning by Alberta Machine Intelligence Institute,Pankaj Z,"Mar 10, 2021","This course is very helpful if you want to learn Machine Learning. The primary objective of the course is to ensure you make proper decisions while handling your data. This course walks you through different types of data, problems surrounding it and how to tackle them. It's one of the finest courses on data. I do hope the instructor adds some coding tests on handling data.",4
20,Data for Machine Learning by Alberta Machine Intelligence Institute,Eshani A,"Nov 29, 2020",It's a really nice course covering all the content related to data in Machine learning. The content is so detailed and the instructor have made the entire learning process very smooth. Thanks a lot for such a great course.,4
21,Data for Machine Learning by Alberta Machine Intelligence Institute,Pratama A A,"Jun 9, 2020","Well this course absolutely good,but you need patience when doing programming assignment,and there's a lot error tho,but what we need is that information,anna gave us the easiest insight",4
22,Data for Machine Learning by Alberta Machine Intelligence Institute,SHREYAS C,"Jun 12, 2020","Really good,... one thing you have to change is that your assumption of people knowing Python for Jupyter Notebook really well... the week 3 assignment was a pain for quite sometime",4
23,Data for Machine Learning by Alberta Machine Intelligence Institute,Abdullah A,"Dec 25, 2019",the course is very powerful and I have jump to higher level regarding data wrangling and how to deal with data. the assessment have some error which can be fixed easily ,4
24,Data for Machine Learning by Alberta Machine Intelligence Institute,Kham H Y,"Oct 31, 2020","The programming assignment was tough, the instructions were a bit misleading. I didn't get all correct though.",4
25,Data for Machine Learning by Alberta Machine Intelligence Institute,Danijel T,"Jul 22, 2020","The instructor is knowledgable and materials are moderately useful.
Notebook with assignment is broken. There are many typos and elements which are not rendered properly. Notebook is huge and every subtask depends on previous state. It takes time to reload all previous tasks if you did not solve everything in one go. Final quiz basically repeats all the questions from previous quiz. 
Course could use more polish.",3
26,Data for Machine Learning by Alberta Machine Intelligence Institute,Halil T,"Sep 18, 2020",deeply theoretical but excellent assignment file (good review for pandas library ),3
27,Data for Machine Learning by Alberta Machine Intelligence Institute,Jhon F B L,"Apr 26, 2020",The course is great but the courser a notebooks were a nigthmare,3
28,Data for Machine Learning by Alberta Machine Intelligence Institute,Dennis L,"Aug 26, 2020",Bad Grader system and complicated coding taught. Instructions given unclear and no instructor support at all.,1
29,Optimizing Machine Learning Performance by Alberta Machine Intelligence Institute,Abdullah A,"Jan 2, 2020",the course is too long and a lot of tasks have been discussed in this course. I believe this not sufficient to discuss a lot of tasks in one course,3
30,Optimizing Machine Learning Performance by Alberta Machine Intelligence Institute,Pankaj Z,"Mar 22, 2021",One of the finest courses about Machine Learning Optimization. The course walks you through almost all possible scenarios that will need optimization. ,5
31,Optimizing Machine Learning Performance by Alberta Machine Intelligence Institute,Valery M,"Mar 31, 2020","Nice course! Long time waiting for peer-grades, but ok.",5
32,Optimizing Machine Learning Performance by Alberta Machine Intelligence Institute,Hen H,"Feb 19, 2021",Those peer graded tests are a waste of time. GIVE US MORE ALGORITHMS AND CODE !!! material at some point was repeated and recycled from other courses. ,1
33,Optimizing Machine Learning Performance by Alberta Machine Intelligence Institute,Marciele d M B,"Jan 20, 2022","Very good course! I appreciate the opportunity to learn more from Alberta Machine Intelligence Institute. On the downside, Peer-graded Assignment block our progress on the course.",5
34,Optimizing Machine Learning Performance by Alberta Machine Intelligence Institute,Emilija G,"Jan 10, 2020",The whole specialization is extremely useful for people starting in ML. Highly recommended!,5
35,Optimizing Machine Learning Performance by Alberta Machine Intelligence Institute,Gustavo I M V,"Mar 12, 2021",This last course has a great approach of the business applications. ,5
36,Optimizing Machine Learning Performance by Alberta Machine Intelligence Institute,Kalhan B,"Sep 12, 2020",Great Introduction course to Machine Learning...,5
37,Optimizing Machine Learning Performance by Alberta Machine Intelligence Institute,Dennis L,"Aug 30, 2020",Too bad that few students taking it and I cannot get peer reviews..............,4
38,Optimizing Machine Learning Performance by Alberta Machine Intelligence Institute,Shenghua N,"Oct 30, 2023",Worst course I took on Coursera.,1
39,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Info D,"May 15, 2021","Very well! The two courses that I studied for this Specialization have really been a good reason to continue.
The voice of Mrs. Instructor and the explanation of each topic have been effective in teaching this subject.
Only many more exercises and examples are missing to experience our applications for ourselves. I hope more practice in the updates of the courses, if they exist.
Thank you!",5
40,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Steve T,"Mar 31, 2021",The quiz and test questions were really well thought out and required application of the knowledge presented in the course.  They re-enforced the learning.  The course definitely help shaped my view of Data Literacy.  I like the support articles.  Great sources for reference and further analysis.  Thanks 100% enjoyed the class ,5
41,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Jason P C,"Dec 18, 2020",I came in trying to get a better explanation of statistical concepts and I was not disappointed. This course demystifies statistics by providing clear and simple explanations. The use of relevant examples makes anyone be interested in using statistics to get a better view of the world. ,5
42,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Jeffrey G,"Dec 22, 2020","This is a very well done course that does an excellent job at explaining concepts of scientific theory, basic data analysis, and visualization.  These are concepts that I would absolutely use to introduce the subject to others in my organization.",5
43,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Elijah,"May 7, 2021",This course is truly insightful when it comes to data analysis and visualization. I have learnt so much from the course. I hope others also get to experience the kind of joy that comes with this particular course.,5
44,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Nayyab A,"Apr 5, 2021","This course explains basic statistical data analysis and research methodology in a really easy, understandable, relatable, and intuitive manner. ",5
45,"Data – What It Is, What We Can Do With It by Johns Hopkins University",ABEL P G,"Dec 15, 2021","Contiene aspectos teóricos muy importantes, y es un buen inicio para el uso de herramientas de visualización de datos.",5
46,"Data – What It Is, What We Can Do With It by Johns Hopkins University",vignaux,"Jul 27, 2021",Great introduction about  how to understand and use Data for analysis,5
47,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Hari P K,"Jul 10, 2023",Very nice and clearly explained the topics with practical examples.,5
48,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Matthias G,"Jun 6, 2022",Nice and well paced review of statistical basics. ,5
49,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Sami B,"Mar 15, 2022",Very educational and thought-provoking.,5
50,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Maneesh V,"May 19, 2023","Very good material , Learn new things ",5
51,"Data – What It Is, What We Can Do With It by Johns Hopkins University",TCHATCHOUANG M G,"Mar 16, 2022","Explicit, detailed, interesting...",5
52,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Mellissa E,"Mar 6, 2022","Very challenging, in a good way! ",5
53,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Alicia L Y,"Apr 7, 2021",Excellent introductory course!,5
54,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Cris C M,"May 2, 2022",Thank you for this course. ,5
55,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Santosh K J,"Jul 7, 2023",Excellent method ,5
56,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Atul P,"Jun 25, 2021",Short and sweet. ,5
57,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Jenwit C,"Dec 27, 2020",Good to start ,5
58,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Raveendra N,"Mar 24, 2023",Good inputs,5
59,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Subham C,"Jul 2, 2023",VERY GOOD,5
60,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Gama S,"Apr 7, 2023",great,5
61,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Emily M,"Aug 31, 2022","Information was well presented and easy to understand. Only reason for not giving 5 stars is because many of the quizzes and at least one of the final assessments had glitches in their programming where either none of the selected answers were counting as correct for certain questions. The final assessment includes a question where the correct answer choice is ""the first two answer choices"" but because the answer choice order randomized, the statement ""the first two"" was not always correct. ",4
62,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Elizabeth W,"Mar 29, 2022","This course provides a broad introduction to statistical methods and visualisations. Whilst there is not obligatory practical work to do, the course does a good job of ensuring that you understand the fundamentals. Some of the  week-end quiz questions are poorly formed (e.g. gives you two answers, both of which are correct, but only one of which counts as right in the quiz) - that's my only criticism. ",4
63,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Renee,"May 26, 2021",A nice introduction.  The use of the Introductory Statistics textbook was good and I've earmarked it for future reference; a couple of the blog reading choices about graph types could be updated.  Looking forward to the next course in this specialization.,4
64,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Aimee K,"Jun 19, 2023",A great intro to the foundations of data analysis and visualization. I wish there were some more practice problems to work through but I really enjoyed the course and am looking forward to the next in the specialization. ,4
65,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Eman S,"Apr 21, 2021","An excellent introductory course for data understanding and analysis, I would advice to simplify the related readings to be more clear.",4
66,"Data – What It Is, What We Can Do With It by Johns Hopkins University",huanru x,"Oct 7, 2023","Very useful course and clear instructions. Great doc supplementary, but it's usually a long doc which requires more time to complete.",4
67,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Rob K,"Jan 20, 2022","Some of the quiz questions feel a bit unfair. Answers that are ""Accurate, but..."" do not feel appropriate for these kinds of lessons. ",4
68,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Titir D S J,"Jul 31, 2022",The course was streamed objectively. The reading site and materials covered were broad and fulfilling the objectives.,4
69,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Danyi W,"Feb 17, 2023","professor has clarified all the contents, but those graphs are hard to remember when not using them. ",4
70,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Hadeel O,"Jul 30, 2023",it was very helpful as it provided me with general idea on how to analyze and interpret data,4
71,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Lisa L,"Jun 21, 2022","Good general overview of data description, different ways of reading/presenting data sets.  ",4
72,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Rikiraj M,"Apr 20, 2023",Good lesion,4
73,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Bhavesh M R,"Oct 2, 2023",good,4
74,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Sujit K N,"Apr 22, 2023",Good,4
75,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Maria S,"Mar 29, 2021",This is a very clearly presented and well-prepared course. Some of the readings are much too advanced compared to the content of the videos and the quizzes. The course could use a little character.,3
76,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Ketul S,"Aug 12, 2021","i am not able to unenroll this course, so how can i do unenroll ?",3
77,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Mervat M,"Feb 28, 2021","Topics covered not properly integrated. Course seems a collection of topics from other courses, Highly dissatisfied. 
Readings of week one was not very helpful. ",2
78,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Nicole C,"Sep 19, 2023",The course was quite hard to understand. But the reading material was good.,2
79,"Data – What It Is, What We Can Do With It by Johns Hopkins University",Chandrakant B,"Mar 8, 2021","Without my permission money has been deducted, looters",1
80,"Data – What It Is, What We Can Do With It by Johns Hopkins University",mohammad,"Jan 31, 2021",boring and like a machine recorded text to speech,1
81,Exploratory Data Analysis for the Public Sector with ggplot by University of Michigan,Manuel C,"Mar 15, 2023",A good experience introducing to R Studio plots with Data Analysis,5
82,Exploratory Data Analysis for the Public Sector with ggplot by University of Michigan,Nouri A,"Aug 10, 2023",great course,5
83,Data Storage in Microsoft Azure for Associate Developers by Microsoft,Muhammad U S,"Jul 12, 2022",Perfectly organized and well explained course. The course covers the topics quite comprehensively and provides relevant exercises and hands-on tools to master the skills.,5
84,Data Storage in Microsoft Azure for Associate Developers by Microsoft,Dmitrii K,"Aug 16, 2022","Good material (theory and exercises), but I came across a few issues (in-video questions, quize questions, theory description) that may confuse students.",4
85,Data Storage in Microsoft Azure for Associate Developers by Microsoft,Umut O,"Mar 16, 2024",This course not include azure portal forward link,4
86,Data Storage in Microsoft Azure for Associate Developers by Microsoft,Javier M,"Apr 14, 2023",Should improve the content providing different language options example the .NET and NodeJS client libraries options to archive the same objective. Usually there is only the .NET option in the exercises/examples of coursera while on the microsoft learning paths the options are usually available,3
87,Data Storage in Microsoft Azure for Associate Developers by Microsoft,Francisco G,"Aug 3, 2023",The content is this course is very light. I would have like more exercises to gain deeper understanding of the topics discussed instead of just a quick overview. ,2
88,Visualizing Data in the Tidyverse by Johns Hopkins University,Stefan M,"Oct 2, 2021",Very well explained and nice examples! Well done!,5
89,Visualizing Data in the Tidyverse by Johns Hopkins University,Roger D,"Feb 5, 2024",Excellent course. I learned a lot about ggplot2.,5
90,Advanced Models for Decision Making by University of Minnesota,J H,"Jun 3, 2021", All of the courses in this series are very practical based and give a lot of practice in using the tools.,5
91,Advanced Models for Decision Making by University of Minnesota,Noaman R,"Sep 19, 2021",The concepts are explained well. The lectures are very detail oriented. I just wish there were more examples to follow. ,5
92,Advanced Models for Decision Making by University of Minnesota,CHIN W L,"May 19, 2021",Really enjoyed the lesson. Learned application of optimization analytics in various setting. ,5
93,Advanced Models for Decision Making by University of Minnesota,Nikos B,"Jan 7, 2023",One of the best online university courses in Mathematical Optimization! It needs some mathematical understanding and it follows the previous course of Optimization in this specialization. It covers several concepts in linear and integer optimization models in business and finance applications. The main idea is a regular mathematical problem.  The level of difficulty is intermediate. Thank you coursera!,5
94,Advanced Models for Decision Making by University of Minnesota,Chow K M,"Oct 8, 2021","This course highlights the importance of formulating the problem statement (objective and constraints), since incorrect formulation can result in erronous outcomes. The software is the merely a tool to get the result.",5
95,Advanced Models for Decision Making by University of Minnesota,Zhengyi X,"Mar 27, 2022","Very useful content, very detailed lecture!",5
96,Advanced Models for Decision Making by University of Minnesota,Mohammad S,"Jan 21, 2022",Nothing but the most useful course ,5
97,Advanced Models for Decision Making by University of Minnesota,chong p k,"Sep 26, 2023",Good Course with Good Explanation of the topic!,4
98,Optimization for Decision Making by University of Minnesota,Frederick K A,"Feb 20, 2024","I thoroughly enjoyed this Coursera course on “Optimization for Decision Making”. Having been fascinated by optimization during my high school days, I eagerly enrolled. The course content surpassed my expectations. The lecturer’s clear explanations and engaging case studies provided both a refresher and a deep dive into solving optimization problems.",5
99,Optimization for Decision Making by University of Minnesota,Chananthorn S,"Sep 15, 2021","Optimization for Decision Making is good course.It 's not too complex for me.I can make easy and immidiately decision from use graphical.Moreover, I can decision which have to buy or making something .It's very useful for all business to control your cost.",5
100,Optimization for Decision Making by University of Minnesota,CHIN W L,"May 16, 2021",Good teaching style with step by step guidance. Thanks for the connecting high school math (that I learned many years ago) to real life context. I look forward to the next course.  ,5
101,Optimization for Decision Making by University of Minnesota,John B I,"Jan 16, 2024",The professor was easy to follow. I learned more from this course than a whole semester of Optimization in my graduate class.,5
102,Optimization for Decision Making by University of Minnesota,Abayomi E O,"May 21, 2023",I love the calmness and the fact the course was detailed and concise as possible.  Professor Soumya Sen is a great  teacher.,5
103,Optimization for Decision Making by University of Minnesota,J H,"Jun 1, 2021",There are a lot of examples to work through and learn from which I find helps make the material easier to learn.,5
104,Optimization for Decision Making by University of Minnesota,Noaman R,"Sep 18, 2021",Very insightful course. Love the detail explaination for solving simple LP problems. ,5
105,Optimization for Decision Making by University of Minnesota,Toby B,"Jul 17, 2023","I found this course excellent, almost one could say, optimal!",5
106,Optimization for Decision Making by University of Minnesota,chong p k,"Sep 12, 2023",Good course.very practical orientated.,5
107,Optimization for Decision Making by University of Minnesota,Yiyang S,"Jan 7, 2023",Lectures were very clear and concise! ,5
108,Optimization for Decision Making by University of Minnesota,Muhammad Y,"Feb 10, 2024","Very nice course, thanks coursera",5
109,Optimization for Decision Making by University of Minnesota,jain m,"Jul 16, 2021",It is an excellent course. Thanks  ,5
110,Optimization for Decision Making by University of Minnesota,carl w,"Apr 17, 2021",It was an interesting refreshed for the most part and went very quickly. Could have used just a little more info on using Excel Solver. Thanks for the class!,4
111,Optimization for Decision Making by University of Minnesota,Muhammad M N H,"Apr 19, 2024","it will be better if we can download the pdf for the course materials so the learner will be easier to review the course without going back to the video (especially when doing the practice or the graded exam). 

since i think the learner target is for the beginner level, it also better if we also able to download all of the excel files that used in this course (at least the default template)

As for the course itself I find it helpfull and interesting",3
112,Introduction to Predictive Modeling by University of Minnesota,Adam n,"May 16, 2021","Good course! The videos and instruction are very good. I thought the week 4 coursework was substantially more difficult than the prior three weeks, so be prepared for that. Overall, I really enjoyed the class. ",5
113,Introduction to Predictive Modeling by University of Minnesota,CHIN W L,"May 14, 2021","Thanks, I enjoyed the course teaching and new knowledge. Looking forward to continue with the next course in this specialization.",5
114,Introduction to Predictive Modeling by University of Minnesota,J H,"May 30, 2021",I really like how there were lots of examples for us to practice on.  It helped to reinforce what we were learning,5
115,Introduction to Predictive Modeling by University of Minnesota,Kevin D,"Jul 31, 2021","This is a great course, I think people starting this should get a grasp of basic statistics and working knowledge of excel to make the learning experience much better. However, I think this course is straightforward and the instructor does go over the material very well! Topics on time series forecasting is a bit of a challenge but follow the videos and exercises, you will be fine:)",5
116,Introduction to Predictive Modeling by University of Minnesota,Nikos B,"Jan 30, 2023","It is one of the best compact course in Excel spreadsheet in coursera. It covers several advanced topics in Statistics and Data Analysis by using a lot of advanced techniques in Excel combining with the corresponding literacy. 
The main syllabus prepares someone to follow other methods in Machine Learning and Time-series Statistics (like, ARIMA) or Classification Methods, even though to learn these important methods. It was a happy moment to learn about data cleaning and several concepts like Pivot Tables, Interaction Statistics, Seasonal Analysis,... etc. 
After this successful attendance, I am very confident to work on Prediction Analysis by using a spreadsheet and being able to explain what happens in different numerical results and graphs. This course applies as a complement unit to a solid background in statistics and mathematics (i.e., series expansion, F-test, etc) for a better understanding of the common stochastic models in Time-series module. It is not a mathematically  oriented unit but the mathematics is the basic thinking.  
A special note: This course gives a first view of Excel Solver for optimization problems that is important to the course 3 of this specialization. ",5
117,Introduction to Predictive Modeling by University of Minnesota,Chananthorn S,"Sep 10, 2021","This course is the basic of business analytic course but not easy for me because my English is not good. Instructor De Liu teach easy to listen ,clearly and very helpfully for choosing accuracy data analytic model  with demonstrated examples. I don't good at in English but I can listen and understood the lesson that you can learn 30 minute/day very short and suitable for study among working day.",5
118,Introduction to Predictive Modeling by University of Minnesota,Jean B V,"Aug 18, 2023","J'ai trouvé ce module équilibré, une entrée en douceur dans le monde de la modélisation prédictive, mais qui très vite va dans des éléments concrets et d'un niveau plus que correct. J'ai réalisé ce cours dans le cadre de ma thèse (phd Student) en France, plus une curiosité qu'un besoin, mais c'était vraiment très bien.

Peut être que la semaine 4 est un peu plus difficile que les autres !",5
119,Introduction to Predictive Modeling by University of Minnesota,Sue C,"Oct 1, 2023","Really enjoyed this course! I'd been introduced to a few of these topics a long while ago, and they never fully made sense in prior attempts. De Liu did a wonderful job of explaining the concepts, what was happening, which model was appropriate, and how it worked. The hands-on examples and exercises really helped with my understanding.",5
120,Introduction to Predictive Modeling by University of Minnesota,Noaman R,"Sep 18, 2021",Loved the forecasting lecture. I've used other forecasting methods but learned the composite method first time. Highly recommended course for supply chain and manufacturing students and professionals.,5
121,Introduction to Predictive Modeling by University of Minnesota,Kima,"Oct 16, 2021",This course is amazing. very well structured and logical teaching sequence and explaination. I've learned through this course more than the lectures from my university. thanks a lot !,5
122,Introduction to Predictive Modeling by University of Minnesota,Bonface M,"Mar 2, 2023","Best course structure, very practical, the professor presents very well and easy to follow. I like the exercises and snap quiz within videos. One of my best course so far on Coursera.",5
123,Introduction to Predictive Modeling by University of Minnesota,Madeline A,"Oct 7, 2022",This course did a great job of covering many topics and explaining their applications so that you can use the tools in real world scenarios.,5
124,Introduction to Predictive Modeling by University of Minnesota,Chris N,"Jan 26, 2022","Great course, good topic material and examples and well taught. Overall it was useful and relevant.",5
125,Introduction to Predictive Modeling by University of Minnesota,Dr. M K,"Dec 17, 2022",A well planned course on predictive modelling with hands on practice on MS Excel. ,5
126,Introduction to Predictive Modeling by University of Minnesota,Grady R,"Aug 26, 2023",Informative.  Really liked the spread sheet examples.  ,5
127,Introduction to Predictive Modeling by University of Minnesota,Mohammad p,"Dec 4, 2022",Great Thank for sharing precious Information. ,5
128,Introduction to Predictive Modeling by University of Minnesota,dung t,"Nov 26, 2022",very clear explaination thank you,5
129,Introduction to Predictive Modeling by University of Minnesota,Komal B,"Feb 17, 2022",it was an excellent simple course,5
130,Introduction to Predictive Modeling by University of Minnesota,Polina G,"Feb 23, 2024",Best of the best!!!,5
131,Introduction to Predictive Modeling by University of Minnesota,Jehangeer,"Nov 1, 2022",Fantastic course :),5
132,Introduction to Predictive Modeling by University of Minnesota,Khubaib K,"Sep 11, 2021",best instructor,5
133,Introduction to Predictive Modeling by University of Minnesota,Raihan M,"Nov 18, 2023",Very good!,5
134,Introduction to Predictive Modeling by University of Minnesota,Nazar K,"Apr 17, 2022",i like it,5
135,Introduction to Predictive Modeling by University of Minnesota,AHMAD N A A,"Dec 12, 2023",great,5
136,Introduction to Predictive Modeling by University of Minnesota,Toby B,"Jul 12, 2023",I really enjoyed how the course was geared towards applying the theory.  Very useful practical information and well presented!,4
137,Introduction to Predictive Modeling by University of Minnesota,Vishwanath S,"Aug 22, 2022","Contents presentation is very good.
Given 1 star less due to non inclusion of ARIMA models.",4
138,Introduction to Predictive Modeling by University of Minnesota,J S B,"Mar 12, 2024","It was great until the last week, making you interpret excell formulas instad of calculating values makes it harder in an useless way. It could have asked the values so we had to create the model instead.",3
139,Introduction to Predictive Modeling by University of Minnesota,Michael O,"May 25, 2022",I found that the course exams questions were difficult to read for a dyslexic because of the cell format and font,3
140,Case studies in business analytics with ACCENTURE by ESSEC Business School,Natalia G,"Jun 1, 2016","What a disappointment! The course is supposed to be about data and analytics, but in reality just meaningless company presentation. Some slides would be also helpful  rather than watching an employee face.",1
141,Case studies in business analytics with ACCENTURE by ESSEC Business School,Wendy B,"Apr 12, 2016","Be careful with this course. You have to get all questions right to pass. So, for one quizz, I spent many days doing different combinations. Is this real learning? I don't think so. I would not recommend for anyone to pay for this specialization. ",1
142,Case studies in business analytics with ACCENTURE by ESSEC Business School,WEN-PEI H,"May 31, 2016",The course is like advertisement campaign for Accenture. There isn't much real contents. ,1
143,Case studies in business analytics with ACCENTURE by ESSEC Business School,Mutaz S,"Apr 25, 2016","I think this module does not qualify as a class, it has a lot of promotion material for Accenture, and most of the presentation are very high level and generic. this is good as a trailer for a real class.
Good thing about this class, you get to hear some formal definitions, and some high level layout of analysis process. I liked the Canal+ TV case, but it is still high level. 
I wished this class defines more mature process to deal with practical problems. 
Again good to hear it, but its not a class per se",2
144,Case studies in business analytics with ACCENTURE by ESSEC Business School,Tom P,"Dec 30, 2016",Bad course. More like an advert.,1
145,Case studies in business analytics with ACCENTURE by ESSEC Business School,Maryia M,"Jul 10, 2017",The material doesn't have any practical value. One of the two assignments is hypothetical and vague which makes it useless.,2
146,Case studies in business analytics with ACCENTURE by ESSEC Business School,Leonardo C A,"Aug 17, 2020","It is a great course, with a lot of good examples of Analytics case study. However I am a bit disappointed with its depth in the subject, since all cases are explained in a high level, so it feels like it is missing some concrete informations. Also, the peer-graded assessment doesn't seem to be perfectly aligned with the content of the course.",4
147,Case studies in business analytics with ACCENTURE by ESSEC Business School,Christian O,"Mar 19, 2016","Poor and disappointing.
Most case studies are told superficial. Quantity over quality. The course does not fit in specialization continuity.
Waste of time and money.",1
148,Case studies in business analytics with ACCENTURE by ESSEC Business School,William F,"Oct 11, 2016",total mess,1
149,Case studies in business analytics with ACCENTURE by ESSEC Business School,Lei L,"Mar 16, 2016",Business analytic explained in simple language and real case studies. Short and enjoyable videos. (recommend 1.5x~1.75x view speed),5
150,Case studies in business analytics with ACCENTURE by ESSEC Business School,olgakl77,"Feb 16, 2017","Very general. I would like to see less, but more detailed examples.",1
151,Case studies in business analytics with ACCENTURE by ESSEC Business School,Taka S,"Oct 17, 2016",This is nothing more than marketing materials,1
152,Case studies in business analytics with ACCENTURE by ESSEC Business School,Nino P,"May 24, 2019","Honestly, after amazing first two courses in the specialization, this one is a bit of downgrade. The course is mostly stories of real business cases and the application of business analytics. I personally would prefer more R scrips and actual analysis to be done. But the whole specialization in amazing and worth it. I'm really thankful that I could learn from ESSEC and ACCENTURE. I'd give 10/5 for the specialization if I could. ",5
153,Case studies in business analytics with ACCENTURE by ESSEC Business School,The S f D,"Mar 9, 2020","I saw some bad reviews for this, the third part of the excellent (IMHO) Business Analytics course. I thought it was quite interesting to see and hear the Accenture leadership. I liked the cases they gave and the language  they used to describe those solutions. These learnings help me talk to my colleagues in a more 'business focussed' way.",5
